tid,t_name,t_issue,t_sub_district,t_district,t_province
1361,โครงการที่ 1,ปัจจัยเสี่ยง,วังทอง,ดำเนินสะดวก,สุพรรณบุรี
1362,โครงการที่ 10,เยาวชน,บ้านมะเกลือ,สิงหนคร,อุทัยธานี
1363,โครงการที่ 9,ขยะ,บ้านโสก,จอมพระ,นครสวรรค์
1364,โครงการที่ 3,น้ำ,หนองกบ,สว่างวีระวงศ์,พิษณุโลก
1365,โครงการที่ 4,เยาวชน,เด่นใหญ่,ยางตลาด,บุรีรัมย์
1366,โครงการที่ 14,น้ำ,บ้าหวี,ปากชม,สระบุรี
1367,โครงการที่ 3,โรคไม่ติดต่อ,เมืองไพร,ลำลูกกา,ชัยภูมิ
1368,โครงการที่ 18,ปัจจัยเสี่ยง,บางกล่ำ,ร้องกวาง,นครปฐม
1369,โครงการที่ 11,ปัจจัยเสี่ยง,วังจันทร์,พิบูลมังสาหาร,น่าน
1370,โครงการที่ 2,สังคมสูงอายุ,หนองแสน,ศรีนครินทร์,สงขลา
1371,โครงการที่ 5,บุหรี่ไฟฟ้า,บ้านแค,เมืองนครศรีธรรมราช,สระบุรี
1372,โครงการที่ 12,โรคไม่ติดต่อ,เนินเพิ่ม,ภูเขียว,สุพรรณบุรี
1373,โครงการที่ 2,ปัจจัยเสี่ยง,ตาหลังใน,เมืองบึงกาฬ,ประจวบคีรีขันธ์
1374,โครงการที่ 18,เยาวชน,มะเริง,รัษฎา,ร้อยเอ็ด
1375,โครงการที่ 14,สังคมสูงอายุ,ทองเอน,บางบัวทอง,เลย
1376,โครงการที่ 15,น้ำ,นาโพธิ์,โพธาราม,เชียงใหม่
1377,โครงการที่ 8,เยาวชน,บ้านช่างหล่อ,หนองม่วงไข่,เพชรบูรณ์
1378,โครงการที่ 6,สังคมสูงอายุ,ท่าจะหลุง,ลี้,ศรีสะเกษ
1379,โครงการที่ 8,โรคไม่ติดต่อ,คูซอด,เมืองตาก,เพชรบูรณ์
1380,โครงการที่ 13,ขยะ,หนองเอี่ยน,นาทวี,จันทบุรี
1381,โครงการที่ 17,ความมั่นคงทางอาหาร,หนองช้างคืน,อมก๋อย,ขอนแก่น
1382,โครงการที่ 1,น้ำ,บางพระ,ร่อนพิบูลย์,ศรีสะเกษ
1383,โครงการที่ 11,เยาวชน,โคกปรง,อู่ทอง,แพร่
1384,โครงการที่ 7,โรคไม่ติดต่อ,ท่ามิหรำ,บัวใหญ่,ยโสธร
1385,โครงการที่ 5,น้ำ,หนองผือ,ขลุง,นครปฐม
1386,โครงการที่ 15,ปัจจัยเสี่ยง,โป่งน้ำร้อน,เกษตรวิสัย,ปัตตานี
1387,โครงการที่ 14,ความมั่นคงทางอาหาร,ตะเคียน,สองพี่น้อง,น่าน
1388,โครงการที่ 10,น้ำ,ศรีโคตร,เมืองเลย,สระบุรี
1389,โครงการที่ 5,ความมั่นคงทางอาหาร,สงเปือย,ศรีรัตนะ,ราชบุรี
1390,โครงการที่ 16,ปัจจัยเสี่ยง,ทุ่งสมอ,ห้วยทับทัน,เลย
1391,โครงการที่ 7,ปัจจัยเสี่ยง,น้ำใส,โขงเจียม,นครสวรรค์
1392,โครงการที่ 6,ปัจจัยเสี่ยง,นาดี,สร้างคอม,นครราชสีมา
1393,โครงการที่ 2,ความมั่นคงทางอาหาร,พญาแมน,ร้องกวาง,อุบลราชธานี
1394,โครงการที่ 20,น้ำ,คูหา,เมืองชัยภูมิ,นนทบุรี
1395,โครงการที่ 16,ความมั่นคงทางอาหาร,เข็กน้อย,เมืองแพร่,นนทบุรี
1396,โครงการที่ 1,ความมั่นคงทางอาหาร,หนองใหญ่,เมืองกาฬสินธุ์,เชียงใหม่
1397,โครงการที่ 5,น้ำ,คลองตาล,ศรีมโหสถ,สระแก้ว
1398,โครงการที่ 7,บุหรี่ไฟฟ้า,ท่าแลง,ลำดวน,นครพนม
1399,โครงการที่ 20,ความมั่นคงทางอาหาร,ศาลาลอย,เกาะกูด,ชัยนาท
1400,โครงการที่ 7,บุหรี่ไฟฟ้า,ดอนสัก,โพธาราม,นครศรีธรรมราช
1401,โครงการที่ 5,น้ำ,หนองปลิง,ศรีรัตนะ,มหาสารคาม
1402,โครงการที่ 7,เยาวชน,กระสัง,ราษีไศล,สุโขทัย
1403,โครงการที่ 8,ขยะ,ยาง,ท่าศาลา,ร้อยเอ็ด
1404,โครงการที่ 16,เยาวชน,กุดค้าว,ภูผาม่าน,หนองคาย
1405,โครงการที่ 5,น้ำ,ราษฎร์บูรณะ,โนนสูง,สุรินทร์
1406,โครงการที่ 14,ปัจจัยเสี่ยง,ตลาด,ลอง,ลำปาง
